item_name,shop_name,city,address,price,category,lat,lon
Skirt,Cửa Hàng Thời Trang Lime Orange,Ho Chi Minh City,,272000,clothes,10.7783107,106.6809481
Necklace,PNJ,Ho Chi Minh City,,324000,jewelry,10.7783426,106.6808993
Jacket,Cửa Hàng Thời Trang K&K,Ho Chi Minh City,,252000,clothes,10.7783686,106.6808566
Smartphone,Cửa Hàng Di Động Viễn Thông A,Ho Chi Minh City,,491000,mobile_phone,10.7787717,106.6795676
Keyboard,Phong Vũ Computer,Ho Chi Minh City,,229000,computer,10.7738768,106.6893857
Phone case,Thế Giới Di Động,Ho Chi Minh City,"153B, Phan Đăng Lưu, Ho Chi Minh City",80000,mobile_phone,10.8017864,106.6832464
Bread,Cửa Hàng Bánh Mì ABC,Ho Chi Minh City,,379000,bakery,10.7729548,106.6904761
Donut,Paris Baguette,Ho Chi Minh City,Lý Chính Thắng,168000,bakery,10.7914244,106.6873065
Dress,Cửa Hàng Thời Trang X70,Ho Chi Minh City,,400000,clothes,10.7856289,106.6949057
Bread,Cừa Hàng Bánh Tour Les Jours,Ho Chi Minh City,,331000,bakery,10.786169,106.6942942
Jacket,Cửa Hàng Thời Trang Ninomaxx,Ho Chi Minh City,,343000,clothes,10.78609,106.6940689
Dress,Cửa Hàng Nón Sơn,Ho Chi Minh City,,130000,clothes,10.786451,106.6935834
Jacket,Cửa Hàng Thời Trang Mattana,Ho Chi Minh City,,137000,clothes,10.7870991,106.6927707
Toy car,Cửa Hàng Đồ Chơi Funnyland,Ho Chi Minh City,,141000,toys,10.7872151,106.6926124
Boots,Cửa Hàng Giày Đông Hải,Ho Chi Minh City,,367000,shoes,10.7874838,106.6922691
T-shirt,Adidas Originals,Ho Chi Minh City,,442000,clothes,10.7881478,106.6915288
T-shirt,Cửa Hàng Thời Trang CelenaMom,Ho Chi Minh City,,237000,clothes,10.7877605,106.6919768
Dress,Cửa Hàng Thời Trang Couple TX,Ho Chi Minh City,,394000,clothes,10.7884613,106.6909334
Necklace,Mua Bán Trao Đổi Vàng Kim Thanh Nguyên,Ho Chi Minh City,,234000,jewelry,10.7894336,106.6900965
Bread,Bánh Mì Như Lan,Ho Chi Minh City,,171000,bakery,10.7899342,106.6892489
Croissant,Tiệm Bánh Givral,Ho Chi Minh City,,234000,bakery,10.790253,106.6891229
Charger,Thế Giới Di Động,Ho Chi Minh City,,216000,mobile_phone,10.8170801,106.6976592
Charger,FPT Shop,Ho Chi Minh City,,231000,mobile_phone,10.8507212,106.7630804
Smartphone,Thế Giới Di Động,Ho Chi Minh City,,456000,mobile_phone,10.8506846,106.7607499
Soft drink,Cửa Hàng Tiện Lợi Shop&Go!,Ho Chi Minh City,,214000,convenience,10.7896718,106.6935132
,Thời Trang Trẻ Em Đoàn Thư,Ho Chi Minh City,,314000,baby_goods,10.7894592,106.6931861
Shampoo,Unknown Shop,Ho Chi Minh City,,244000,hairdresser,10.8475734,106.7678155
Croissant,Unknown Shop,Ho Chi Minh City,,343000,bakery,10.7991992,106.6832173
Phone case,Cửa Hàng Di Động Viettel,Ho Chi Minh City,,367000,mobile_phone,10.7776499,106.680909
Comics,Nhà Sách Nguyễn Văn Cừ,Ho Chi Minh City,,357000,books,10.8094985,106.7117678
Soft drink,Circle K,Ho Chi Minh City,,146000,convenience,10.7769943,106.7047402
Wallet,Đẹp Shop,Ho Chi Minh City,"312A, Huỳnh Văn Bánh",148000,fashion,10.7919655,106.6732202
Skirt,Cửa Hàng Thời Trang Jockey,Ho Chi Minh City,,322000,clothes,10.756289,106.6763529
Cake,Cửa Hàng Bánh Mì ABC,Ho Chi Minh City,,471000,bakery,10.7565339,106.676913
Comics,Nhà sách Phương Nam,Ho Chi Minh City,,492000,books,10.8479901,106.7739917
Cake,Tous les Jours,Ho Chi Minh City,"302, 3 Tháng 2",378000,bakery,10.7701407,106.6713545
Charger,Cửa Hàng Di Động Viễn Thông A,Ho Chi Minh City,,326000,mobile_phone,10.7698988,106.6707727
Donut,Cửa Hàng Bánh Mì Đức Phát,Ho Chi Minh City,,93000,bakery,10.760459,106.653454
Headphones,Nguyễn Kim,Ho Chi Minh City,,221000,electronics,10.8895079,106.7762208
Soft drink,Circle K,Ho Chi Minh City,,440000,convenience,10.7694431,106.7000459
Smartphone,Cửa Hàng Thế Giới Di Động,Ho Chi Minh City,,362000,mobile_phone,10.7863738,106.6937087
Skirt,Cửa Hàng Nón Sơn,Ho Chi Minh City,,341000,clothes,10.7903234,106.6972863
Soft drink,Circle K,Ho Chi Minh City,,102000,convenience,10.8034135,106.6924486
Instant noodles,Chợ Phước Vĩnh,Ho Chi Minh City,,224000,convenience,11.2911525,106.7919053
,Unknown Shop,Ho Chi Minh City,,429000,tyres,10.788778,106.7779599
Postcard,Unknown Shop,Ho Chi Minh City,,279000,gift,11.0616628,106.5290461
Pack of rice,Co.op Mart,Ho Chi Minh City,"224/5 Bis, Quốc lộ 13, Bình Thạnh, Phường 26, 70000",297000,supermarket,10.8119362,106.7119424
Earrings,PNJ,Ho Chi Minh City,"159, Phan Đăng Lưu, Phú Nhuận, Ho Chi Minh City",121000,jewelry,10.8012425,106.6826753
Charger,Thế Giới Di Động,Ho Chi Minh City,"127, Hoàng Văn Thụ, Ho Chi Minh City",252000,mobile_phone,10.7993404,106.6762611
Skirt,Cửa Hàng Thời Trang Em'Style,Ho Chi Minh City,"162/8, Hồ Bá Kiện , P15 ,Q10, Ho Chi Minh City, 162/8 Hồ Bá Kiện , P15 ,Q10",320000,clothes,10.7835089,106.6665392
,Cửa Hàng Làm Tóc H&D,Ho Chi Minh City,,468000,tailor,10.7710506,106.6949099
Power bank,Cửa Hàng Thiết Bị Điện Trường Hải,Ho Chi Minh City,,138000,electronics,10.7971312,106.6804905
Dress,Cửa Hàng Thời Trang,Ho Chi Minh City,"83, Quận Phú Nhuận, Phường 17",158000,clothes,10.792346,106.6819003
Bottle of water,Circle K,Ho Chi Minh City,,86000,convenience,10.7764437,106.6900541
Bottle of water,Circle K,Ho Chi Minh City,,94000,convenience,10.7706331,106.6878337
Soft drink,FamilyMart,Ho Chi Minh City,,204000,convenience,10.7671517,106.6907412
Instant noodles,Circle K,Ho Chi Minh City,,432000,convenience,10.7668186,106.6910328
Instant noodles,FamilyMart,Ho Chi Minh City,,342000,convenience,10.7767692,106.6903148
Seat cover,Cửa Hàng Xe Ô Tô Chevrolet,Ho Chi Minh City,,455000,car,10.8009143,106.731978
Wardrobe,Cửa Hàng Đồ Nội Thất Linh,Ho Chi Minh City,,486000,furniture,10.8037127,106.7339809
Power bank,Điện Máy Xanh,Ho Chi Minh City,,338000,electronics,10.8013621,106.6827876
Soft drink,Ministop,Ho Chi Minh City,,131000,convenience,10.7674283,106.6848633
Snack pack,Siêu Thị C&C,Ho Chi Minh City,,250000,supermarket,10.7666709,106.6877461
Fish sauce,Street Food Market,Ho Chi Minh City,,331000,supermarket,10.7736896,106.6975615
Bread,Tous les Jours,Ho Chi Minh City,,86000,bakery,10.7745905,106.6878517
,Thảo Nguyên Shop,Ho Chi Minh City,"126/2A, Đường số 17, ThủĐức, Hồ Chí Minh",133000,yes,10.8640688,106.7877561
Motorbike helmet,Yamaha Dương Đức Hiếu,Ho Chi Minh City,"188, Lê Hồng Phong, Vũng Tàu",404000,motorcycle,10.3573664,107.0812171
,Khoa Tyre Repairs,Ho Chi Minh City,,409000,tyres,11.139955,106.630785
Snack,FamilyMart,Ho Chi Minh City,,188000,convenience,10.7862265,106.7013849
Sunflower,Minh Tâm,Ho Chi Minh City,Lý Thường Kiệt,415000,florist,10.3506194,107.0764303
Charger,Viettel Store,Ho Chi Minh City,Trương Công Định,284000,mobile_phone,10.3552441,107.0849165
Sculpture,Khánh Huyền,Ho Chi Minh City,Cô Bắc,254000,department_store,10.3562266,107.0807018
Painting,Unknown Shop,Ho Chi Minh City,Ba Cu,314000,department_store,10.3514618,107.0792426
Canvas art,Unknown Shop,Ho Chi Minh City,Bà Triệu,306000,department_store,10.3517449,107.0791434
Phone case,Truyền Tín,Ho Chi Minh City,Ba Cu,265000,mobile_phone,10.3524642,107.0812102
Jacket,Việt Hùng,Ho Chi Minh City,Lê Hồng Phong,356000,clothes,10.3570724,107.08164
Wiper blade,Hai Nghiệm,Ho Chi Minh City,Lê Hồng Phong,280000,car,10.356518,107.0824346
Glasses frame,Unknown Shop,Ho Chi Minh City,Nguyễn Văn Trỗi,313000,optician,10.352623,107.0772216
Boots,Mê Ly,Ho Chi Minh City,Ba Cu,123000,shoes,10.3502962,107.0777119
Charger,Thế giới Di động,Ho Chi Minh City,"99, Tỉnh lộ 743",106000,mobile_phone,10.9782789,106.7407352
Soft drink,cổng vào chợ Thông dụng,Ho Chi Minh City,Tỉnh lộ 743,203000,convenience,10.9369891,106.7423854
Painting,KCN VSIP,Ho Chi Minh City,Đại lộ Tự Do,61000,department_store,10.9306019,106.7239412
Shorts,đại lý việt tiến 63 quốc lộ 13 mỹ phước bến cát bình duongw,Ho Chi Minh City,Đại lộ Bình Dương,487000,clothes,11.1348955,106.6045658
Cooking oil,Vincom Lê Văn Việt,Ho Chi Minh City,,105000,supermarket,10.8448244,106.7802879
,Unknown Shop,Ho Chi Minh City,,177000,copyshop,10.8480401,106.7749594
Instant noodles,FamilyMart,Ho Chi Minh City,,313000,convenience,10.7678389,106.6937195
Pack of rice,Trung Tâm Mua Sắm Sài Gòn Square 3,Ho Chi Minh City,"176-181, Hai Bà Trưng",332000,supermarket,10.7858096,106.6944333
Canvas art,Phòng Tranh Lệ Xuân,Ho Chi Minh City,Đông Du,498000,art,10.7762523,106.7046985
,Du Lịch The Sinh,Ho Chi Minh City,Đường Ðề Thám,197000,travel_agency,10.7683471,106.6935296
Bread,Cửa Hàng Bánh Mì Diao,Ho Chi Minh City,,463000,bakery,10.7597342,106.6533457
Headphones,Cửa Hàng Điện Máy Ánh Dương,Ho Chi Minh City,"50B, Phan Văn Hớn",344000,electronics,10.8349018,106.6063559
Lipstick,마사지,Ho Chi Minh City,,349000,beauty,10.7537702,106.6749999
Donut,Tous les Jours,Ho Chi Minh City,"44, Lê Lợi",466000,bakery,10.7740844,106.7005221
,Du Lịch TNK,Ho Chi Minh City,"220, Đường Ðề Thám",475000,travel_agency,10.7675725,106.6940237
Novel,Nhà Sách Đức Bà Hoà Binh,Ho Chi Minh City,"1, Công Xã Paris, Quận 1",480000,books,10.7786942,106.6994468
Soft drink,Shop&Go!,Ho Chi Minh City,,119000,convenience,10.7791798,106.7002789
Instant noodles,FamilyMart,Ho Chi Minh City,,53000,convenience,10.7736195,106.6969272
Bottle of water,FamilyMart,Ho Chi Minh City,,356000,convenience,10.7685121,106.6933979
,My Nguyen,Ho Chi Minh City,"Đ447/36, Ba Mươi Tháng Tư, 0650",342000,confectionery,10.9640324,106.666695
Smartphone,Viện Di Động,Ho Chi Minh City,"81, Trần Quang Khải, Tân Định, Ho Chi Minh City, 100081",378000,mobile_phone,10.7922932,106.6936363
Croissant,Bánh Mì Hồng Hoa,Ho Chi Minh City,,445000,bakery,10.7709708,106.6916147
,Vé Máy Bay BAY VIỆT,Ho Chi Minh City,,278000,ticket,10.9334575,106.7581442
,Công Ty TNHH SX TM Thuỵ Minh,Ho Chi Minh City,"911/4, Đường Quang Trung, 08",359000,cosmetics,10.8447325,106.6388643
Croissant,Bánh Mì Huỳnh Hoa,Ho Chi Minh City,"26, Đường Lê Thị Riêng, Quận 1, Ho Chi Minh City, 700000",473000,bakery,10.7713922,106.6927189
Laptop,Thanh Diep Network Solutions,Ho Chi Minh City,Hẻm 163/14/65 Tô Hiến Thành,53000,computer,10.7789349,106.6681466
,Nhà In Hoa Hồng,Ho Chi Minh City,,427000,copyshop,10.7662598,106.6783727
Textbook,Hiệu Sách Librairie Française Nam Phong,Ho Chi Minh City,"82, Trương Định",303000,books,10.7731605,106.6951961
Painting,Cửa Hàng Gạo Hạt Ngọc Trời,Ho Chi Minh City,"97, Trần Thủ Độ",472000,department_store,10.7820488,106.6272603
Snack pack,Unknown Shop,Ho Chi Minh City,,382000,supermarket,10.3527847,107.0872511
Cooking oil,Satra Foods,Ho Chi Minh City,"353, Lê Văn Lương",211000,supermarket,10.741349,106.70382
Hairbrush,Hair Salon Thịnh,Ho Chi Minh City,"157, Lê Văn Lương",67000,hairdresser,10.7483518,106.7048281
Painting,Minh Châu,Ho Chi Minh City,Đội Cấn,118000,department_store,10.3631702,107.0928261
Phone case,Thế giới di động,Ho Chi Minh City,Thống Nhất,129000,mobile_phone,10.3629148,107.0936049
Fish sauce,Vincom Lê Văn Việt,Ho Chi Minh City,,411000,supermarket,10.845618,106.779132
Bottle of water,WinMart+,Ho Chi Minh City,"255A, Trần Xuân Soạn",224000,convenience,10.751781,106.7148699
Soft drink,Linh Phương,Ho Chi Minh City,,182000,convenience,10.3487248,107.0755586
Dress,Zara,Ho Chi Minh City,"72, Lê Thánh Tôn",68000,clothes,10.7776448,106.702377
,Nhà Hàng L'usine,Ho Chi Minh City,"70B, Lê Lợi",219000,yes,10.7731015,106.6994604
T-shirt,Cửa Hàng Thời Trang Gingko,Ho Chi Minh City,"254, Đường Ðề Thám",106000,clothes,10.7683516,106.693626
T-shirt,Cửa Hàng Thời Trang Mayhem Saigon,Ho Chi Minh City,"136/1, Lê Thánh Tôn, Quận 1",371000,clothes,10.7816612,106.7054831
,Du Lịch Trung Nam,Ho Chi Minh City,"159, Đường Phạm Ngũ Lão",314000,travel_agency,10.7691149,106.6944326
Soccer ball,Golf,Ho Chi Minh City,,466000,sports,10.4827549,107.4462271
Skincare cream,Sen Spa,Ho Chi Minh City,"26-28, Đông Du",424000,beauty,10.7769608,106.7053466
Pack of rice,Nhà sách Fahasha,Ho Chi Minh City,,407000,supermarket,10.8450364,106.780152
Keyboard,Tiệm Net Hoàng Gia,Ho Chi Minh City,,274000,computer,10.8395,106.7802577
Contact lens,Unknown Shop,Ho Chi Minh City,,273000,optician,10.8444471,106.7811501
Laptop,Nơi Cung Cấp Internet - Star Net,Ho Chi Minh City,,283000,computer,10.8469535,106.7870006
,The Coffee House;Đá Muối Himalaya DamiLama,Ho Chi Minh City,"43;41, Hoa Hồng, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 700000",116000,yes,10.796404,106.690969
Contact lens,The Basic Store,Ho Chi Minh City,"67, Đường Nguyễn Thiện Thuật, Quận 3, Ho Chi Minh City, 70000",181000,optician,10.770571,106.6815604
Sculpture,Thành Lập,Ho Chi Minh City,"11, Kha Vạn Cân",328000,department_store,10.365077,107.0859519
,Đức Thành,Ho Chi Minh City,Ba Cu,368000,appliance,10.3542909,107.0835374
Rose,Cửa Hàng Hoa Tươi Hoa Khải Vân,Ho Chi Minh City,"Kios 8, Bắc Hải, Thành phố Hồ Chí Minh, 700000",312000,florist,10.7795259,106.6578986
,O'Beauty - Đại Lý Sơn Móng Tay OANH HIẾU,Ho Chi Minh City,"33-35, Lý Thường Kiệt",405000,cosmetics,10.3476883,107.0772618
Phone case,Thế giới di động,Ho Chi Minh City,,468000,mobile_phone,10.845862,106.7791198
,Unknown Shop,Ho Chi Minh City,,422000,copyshop,10.8461324,106.7787215
Wiper blade,Hãng xe honda,Ho Chi Minh City,,53000,car,10.8460729,106.7788582
Car battery,Hãng xe Yamaha,Ho Chi Minh City,,481000,car,10.8458441,106.7788893
,Unknown Shop,Ho Chi Minh City,,188000,copyshop,10.8468209,106.7869927
,Unknown Shop,Ho Chi Minh City,,204000,copyshop,10.8451415,106.7878957
Wiper blade,Hoàng Sửa Xe Đạp,Ho Chi Minh City,Quốc lộ 13 cũ,456000,car_repair,10.8633726,106.7212999
Perfume,Cửa Hàng Beauty Salon Belas,Ho Chi Minh City,"235, Lý Chính Thắng",81000,beauty,10.7794842,106.6822343
Dog food,Cửa Hàn Thú Cưng Volantis Free City,Ho Chi Minh City,Nguyễn Hữu Thọ,154000,pet,10.7313891,106.7002668
Snack,FamilyMart,Ho Chi Minh City,"16, Xuân Thuỷ, Thành phố Hồ Chí Minh",96000,convenience,10.8034055,106.7322293
Snack,FamilyMart,Ho Chi Minh City,"36, Quốc Hương, 700000",482000,convenience,10.8052093,106.7315307
,Du Lịch Fiditour,Ho Chi Minh City,"129, Nguyễn Huệ, Q1, Ho Chi Minh City, 00084",66000,travel_agency,10.7739725,106.7018622
,Cửa Hàng Mỹ Phẩm Dầu Dừa,Ho Chi Minh City,Nguyễn Đức Thi,203000,cosmetics,10.7366925,106.6422341
Slippers,Lusa,Ho Chi Minh City,"403, Trương Công Định",190000,shoes,10.3566926,107.0857655
Sunglasses,Unknown Shop,Ho Chi Minh City,,224000,optician,10.870458,106.5967224
Novel,Nhà Sách Nguyễn Văn Cừ,Ho Chi Minh City,,228000,books,10.7603888,106.6811723
,Cửa Hàng Cá Cảnh Phú Quý,Ho Chi Minh City,"915, Luỹ Bán Bích, Tân Phú, Ho Chi Minh City, 70000",326000,fishing,10.7905594,106.6373562
,Cửa Hàng Thay Nhớt & Vá Ép Vỏ Không Ruột,Ho Chi Minh City,"180, Nguyễn Văn Đậu, 0835151630",473000,tyres,10.8106053,106.6901973
Charger,Cửa Hàng Phụ Kiện Điện Thoại Chan Hiền,Ho Chi Minh City,"144, Đường Huỳnh Mẫn Đạt, 5, Ho Chi Minh City",83000,mobile_phone,10.7571482,106.6761268
,Cửa Hàng Silk Waxworks Waxing,Ho Chi Minh City,"88, Xuân Thuỷ",424000,cosmetics,10.8036997,106.7344561
,Showroom điện mặt trời SOLARTECH,Ho Chi Minh City,"89/8A, Dương Đình Hội, 12345",448000,outdoor,10.8196102,106.7777258
Charger,Cửa Hàng Di Động Việt,Ho Chi Minh City,"607, Lê Hồng Phong",265000,mobile_phone,10.7692823,106.6736427
Charger,Cửa Hàng Di Động Nhật Huy,Ho Chi Minh City,"434, Vĩnh Viễn",378000,mobile_phone,10.7631911,106.6658422
Bottle of water,Cửa Hàng Tiện Lợi HotDeal,Ho Chi Minh City,,235000,convenience,10.7727231,106.624704
Phone case,Cửa Hàng Di Động Hoàng Thông,Ho Chi Minh City,,439000,mobile_phone,10.7651767,106.6626838
Textbook,Nhà Sách Fahasha,Ho Chi Minh City,,70000,books,10.902131,106.6983356
Textbook,Unknown Shop,Ho Chi Minh City,"6, Công Trường Quốc Tế, 70000",196000,books,10.7825588,106.6955071
Dog food,Unknown Shop,Ho Chi Minh City,"920, Đường Trần Hưng Ðạo",79000,pet,10.7534958,106.6736783
Shorts,Babikids.vn - Thời Trang & phụ kiện trẻ em,Ho Chi Minh City,"36/4A, Quốc lộ 1k, Dĩ An - Bình Dương",454000,clothes,10.8891254,106.7785048
,Unknown Shop,Ho Chi Minh City,"18A/100, Nguyễn Thị Minh Khai",165000,greengrocer,10.7860558,106.700888
,Unknown Shop,Ho Chi Minh City,TU VAN PHUOC,182000,ticket,10.9672593,106.7313425
Donut,Cửa Hàng Bánh Mì ABC,Ho Chi Minh City,,167000,bakery,10.7683888,106.6926745
,Doi Coffee & Tea,Ho Chi Minh City,"32, Bùi Thị Xuân",287000,beverages,10.7719916,106.6906234
Shampoo,Hair Salon Lê Tân,Ho Chi Minh City,"283, Đường Quang Trung",105000,hairdresser,10.828591,106.6735369
Lipstick,Spa Niki Trinh,Ho Chi Minh City,,367000,beauty,10.7676703,106.6944129
Soft drink,WinMart+,Ho Chi Minh City,,333000,convenience,10.7935964,106.6766049
,Siêu Thị Viễn Thông,Ho Chi Minh City,"66/7, Duong so 21, Gò Vấp, Ho Chi Minh",411000,yes,10.8425946,106.6522048
,Cửa Hàng Đồ Tiện Ích,Ho Chi Minh City,"104 Nguyễn Thượng Hiền, Phường 5, Quận 3, Quận 3, Ho Chi Minh City",101000,yes,10.7725425,106.6850575
Snack,Miquafood,Ho Chi Minh City,"12, Rạch Bùng Binh",461000,convenience,10.7797088,106.6788282
Jacket,Công ty TNHH May Nội Y Đẹp,Ho Chi Minh City,"E8/19K, Thới Hòa",460000,clothes,10.8295097,106.5862324
Wiper blade,Đại Lý Toyota Lý Thường Kiêt,Ho Chi Minh City,"151a, Lý Thường Kiệt, Tan Binh, Ho Chi Minh City, 70000",144000,car,10.7738617,106.6574248
,Du Lịch Saigon Tour,Ho Chi Minh City,"7B, Thành Thái, Quận 10, Thành phố Hồ Chí Minh, 700000",75000,travel_agency,10.7681327,106.667087
Snack pack,Trung Tâm Mua Sắm Vivo City,Ho Chi Minh City,,286000,supermarket,10.7295702,106.7032896
,Phà Bình Khánh,Ho Chi Minh City,,465000,ticket,10.6740456,106.7672029
,Cửa Hàng Mèo Phụ Kiện,Ho Chi Minh City,"8 (660/8), 660, Dien Bien Phu st., 10, Hồ CHí Minh, 7000000",443000,yes,10.7704642,106.6755343
T-shirt,USA | SHOP,Ho Chi Minh City,"Ấp Hải Hà 1, Đường Trung Tâm Long Hải",496000,clothes,10.3975381,107.2284774
Headphones,cty Điện Tử Vinh An,Ho Chi Minh City,"297, Thích Quảng Đức",89000,electronics,10.9781846,106.6583894
Fashion item,Trung Tâm Mua Sắm Nguyễn Kim Gò Vấp,Ho Chi Minh City,,204000,mall,10.8298519,106.6778983
Pack of rice,Co.op Food,Ho Chi Minh City,,306000,supermarket,10.3519726,107.0895312
,Unknown Shop,Ho Chi Minh City,,414000,beverages,10.3581419,107.0866482
Keychain,Unknown Shop,Ho Chi Minh City,,365000,gift,10.3549038,107.0852185
,JetstarPasific,Ho Chi Minh City,,459000,travel_agency,10.3659233,107.0886105
Instant noodles,Unknown Shop,Ho Chi Minh City,,284000,convenience,10.3582247,107.0866365
Wardrobe,Unknown Shop,Ho Chi Minh City,,332000,furniture,10.3640127,107.0920405
Road bike,Cửa Hàng Xe Đạp Ride Plus,Ho Chi Minh City,,463000,bicycle,10.7862588,106.6902232
Jeans,Unknown Shop,Ho Chi Minh City,,217000,clothes,10.3511438,107.0789864
,Unknown Shop,Ho Chi Minh City,,107000,beverages,10.7647126,106.6766659
Earrings,Cửa Hàng Trang Sức Bến Thành,Ho Chi Minh City,,479000,jewelry,10.7730045,106.6971382
Hairbrush,Unknown Shop,Ho Chi Minh City,"104, Thăng Long",325000,hairdresser,10.8076614,106.6616311
Soft drink,Tiệm Gạo Ngọc Nguyên,Ho Chi Minh City,"141, Đường Nguyễn Sơn",174000,convenience,10.7824221,106.627884
Charger,Cửa Hàng Viettel,Ho Chi Minh City,Đường Nguyễn Thị Thập,98000,mobile_phone,10.738251,106.716385
Smartphone,Thế Giới Di Động,Ho Chi Minh City,Nguyễn Thị Thập,122000,mobile_phone,10.7395603,106.7067889
Instant noodles,Circle K,Ho Chi Minh City,Tân Mỹ,131000,convenience,10.7366869,106.7182593
Snack,Circle K,Ho Chi Minh City,Nguyễn Văn Bảo,287000,convenience,10.8219767,106.6867736
